,id,STN_ID,STATION_NAME,PROV_STATE_TERR_CODE,ENG_PROV_NAME,FRE_PROV_NAME,COUNTRY,LATITUDE,LONGITUDE,TIMEZONE,ELEVATION,CLIMATE_IDENTIFIER,TC_IDENTIFIER,WMO_IDENTIFIER,STATION_TYPE,NORMAL_CODE,PUBLICATION_CODE,DISPLAY_CODE,ENG_STN_OPERATOR_ACRONYM,FRE_STN_OPERATOR_ACRONYM,ENG_STN_OPERATOR_NAME,FRE_STN_OPERATOR_NAME,FIRST_DATE,LAST_DATE,HLY_FIRST_DATE,HLY_LAST_DATE,DLY_FIRST_DATE,DLY_LAST_DATE,MLY_FIRST_DATE,MLY_LAST_DATE,HAS_MONTHLY_SUMMARY,HAS_NORMALS_DATA,HAS_HOURLY_DATA,geometry
10,6076870,4176,RAMORE TS,ON,ONTARIO,ONTARIO,CAN,482000000,-802600000,EST,286.50,6076870,,,N/A,,1.0,9.0,,,,,1960-01-01T00:00:00,1966-12-01T00:00:00,,,1960-11-01T00:00:00,1966-08-31T00:00:00,1960-01-01T00:00:00,1966-12-01T00:00:00,Y,N,N,POINT (-80.43333333333334 48.33333333333334)
11,6155148,4975,MILFORD,ON,ONTARIO,ONTARIO,CAN,435600000,-770300000,EST,103.00,6155148,,,N/A,F,1.0,7.0,,,,,1984-01-01T00:00:00,1992-12-01T00:00:00,,,1984-07-01T00:00:00,1992-06-30T00:00:00,1984-01-01T00:00:00,1992-12-01T00:00:00,Y,N,N,POINT (-77.05 43.93333333333333)
12,6155616,4983,NEWMARKET,ON,ONTARIO,ONTARIO,CAN,440400000,-792600000,EST,281.90,6155616,,,N/A,,1.0,9.0,,,,,1871-01-01T00:00:00,1967-12-01T00:00:00,,,1871-05-01T00:00:00,1967-11-30T00:00:00,1871-01-01T00:00:00,1967-12-01T00:00:00,Y,N,N,POINT (-79.43333333333334 44.06666666666667)
13,6155876,4994,OSHAWA,ON,ONTARIO,ONTARIO,CAN,435400000,-785200000,EST,112.80,6155876,,,N/A,,1.0,9.0,,,,,1882-01-01T00:00:00,1959-12-01T00:00:00,,,1882-09-01T00:00:00,1959-06-30T00:00:00,1882-01-01T00:00:00,1959-12-01T00:00:00,Y,N,N,POINT (-78.86666666666666 43.9)
14,7057574,5862,ST MODESTE,QC,QUEBEC,QUÉBEC,CAN,475100000,-692300000,EST,152.40,7057574,,,N/A,E,1.0,6.0,,,,,1973-01-01T00:00:00,1985-12-01T00:00:00,,,1973-01-01T00:00:00,1985-01-31T00:00:00,1973-01-01T00:00:00,1985-12-01T00:00:00,Y,N,N,POINT (-69.38333333333334 47.85)
15,7057720,5871,STE ROSE DU DEGELIS,QC,QUEBEC,QUÉBEC,CAN,473400000,-683800000,EST,150.90,7057720,,,N/A,A,1.0,1.0,,,,,1932-01-01T00:00:00,2004-04-30T00:00:00,,,1932-11-01T00:00:00,2004-04-30T00:00:00,1932-01-01T00:00:00,2004-04-01T00:00:00,Y,N,N,POINT (-68.63333333333334 47.56666666666667)
16,7058220,5873,SQUATECK,QC,QUEBEC,QUÉBEC,CAN,475300000,-684200000,EST,198.00,7058220,,,N/A,D,1.0,5.0,,,,,1963-01-01T00:00:00,1994-12-01T00:00:00,,,1963-01-01T00:00:00,1994-05-31T00:00:00,1963-01-01T00:00:00,1994-12-01T00:00:00,Y,N,N,POINT (-68.7 47.88333333333333)
17,7058560,5875,TROIS PISTOLES,QC,QUEBEC,QUÉBEC,CAN,480900000,-690700000,EST,58.00,7058560,,,N/A,A,1.0,1.0,,,,,1951-01-01T00:00:00,2004-04-30T00:00:00,,,1951-07-01T00:00:00,2004-04-30T00:00:00,1951-01-01T00:00:00,2004-04-01T00:00:00,Y,N,N,POINT (-69.11666666666666 48.15)
18,7058565,5876,TROUT RIVER DEPOT,QC,QUEBEC,QUÉBEC,CAN,484100000,-664700000,EST,336.80,7058565,,,N/A,G,1.0,9.0,,,,,1963-01-01T00:00:00,1981-12-01T00:00:00,,,1963-01-01T00:00:00,1981-10-31T00:00:00,1963-01-01T00:00:00,1981-12-01T00:00:00,Y,N,N,POINT (-66.78333333333333 48.68333333333333)
19,706KC09,5883,FALARDEAU,QC,QUEBEC,QUÉBEC,CAN,483800000,-710800000,EST,198.10,706KC09,,,N/A,E,1.0,6.0,,,,,1979-01-01T00:00:00,2004-04-30T00:00:00,,,1979-09-01T00:00:00,2004-04-30T00:00:00,1979-01-01T00:00:00,2004-04-01T00:00:00,Y,N,N,POINT (-71.13333333333334 48.63333333333333)
20,7060M7A,5885,BARRIERE ETIENNICHE,QC,QUEBEC,QUÉBEC,CAN,492700000,-712300000,EST,320.00,7060M7A,,,N/A,G,1.0,9.0,,,,,1973-01-01T00:00:00,1975-12-01T00:00:00,,,1973-06-01T00:00:00,1975-05-31T00:00:00,1973-01-01T00:00:00,1975-12-01T00:00:00,Y,N,N,POINT (-71.38333333333334 49.45)
21,7060474,5891,BARRIERE N CHIBOUGAMAU,QC,QUEBEC,QUÉBEC,CAN,493000000,-741000000,EST,396.20,7060474,,,N/A,G,1.0,8.0,,,,,1963-01-01T00:00:00,1974-05-31T00:00:00,,,1963-02-01T00:00:00,1974-05-31T00:00:00,1963-01-01T00:00:00,1973-12-01T00:00:00,Y,N,N,POINT (-74.16666666666667 49.5)
22,7060825,5893,BONNARD,QC,QUEBEC,QUÉBEC,CAN,504400000,-710300000,EST,506.00,7060825,,,N/A,A,1.0,1.0,,,,,1961-01-01T00:00:00,2000-05-31T00:00:00,,,1961-09-01T00:00:00,2000-05-31T00:00:00,1961-01-01T00:00:00,2000-05-01T00:00:00,Y,N,N,POINT (-71.05 50.73333333333333)
23,6104149,50428,KINGSTON A,ON,ONTARIO,ONTARIO,CAN,441333000,-763548000,EST,92.40,6104149,YGK,,Aviation-Staffed,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2012-07-09T13:00:00,2024-03-19T12:30:01,2012-07-09T13:00:00,2024-03-19T12:30:01,,,,,N,N,Y,POINT (-76.59666666666666 44.22583333333333)
24,6015026,50722,MUSKRAT DAM,ON,ONTARIO,ONTARIO,CAN,532629000,-914546000,EST,277.70,6015026,ZMD,71678,Aviation-Auto,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2012-11-13T10:00:00,2024-03-19T12:30:01,2012-11-13T10:00:00,2024-03-19T12:30:01,2012-11-15T00:00:00,2024-03-19T00:00:00,,,Y,N,N,POINT (-91.76277777777777 53.44138888888889)
25,2400804,51077,CLYDE RIVER A,NU,NUNAVUT,NUNAVUT,CAN,702909000,-683101000,EST,26.50,2400804,YCY,71090,Aviation-Auto,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2013-01-10T00:00:00,2024-03-19T12:30:01,2013-01-10T11:00:00,2024-03-19T12:30:01,2013-01-10T00:00:00,2024-03-19T00:00:00,,,Y,N,Y,POINT (-68.51694444444445 70.48583333333333)
26,2403205,51081,POND INLET A,NU,NUNAVUT,NUNAVUT,CAN,724122000,-775808000,EST,61.60,2403205,YIO,,Aviation-Staffed,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2013-01-10T11:00:00,2024-03-19T12:30:01,2013-01-10T11:00:00,2024-03-19T12:30:01,,,,,N,N,Y,POINT (-77.96888888888888 72.68944444444445)
27,6012501,51219,FORT SEVERN A,ON,ONTARIO,ONTARIO,CAN,560108000,-874034000,EST,15.80,6012501,YER,71099,Aviation-Auto,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2013-03-05T10:00:00,2024-03-19T12:30:01,2013-03-05T10:00:00,2024-03-19T12:30:01,2013-03-07T00:00:00,2024-03-19T00:00:00,,,Y,N,N,POINT (-87.67611111111111 56.01888888888889)
28,6157000,51938,MONO CENTRE,ON,ONTARIO,ONTARIO,CAN,440156100,-800128010,EST,436.00,6157000,TRY,71098,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2013-11-19T00:00:00,2024-03-19T12:30:01,2013-11-19T09:00:00,2024-03-19T12:30:01,2013-11-19T00:00:00,2024-03-19T00:00:00,,,Y,N,N,POINT (-80.02444722222222 44.03225)
29,6080193,4189,ALGONQUIN PARK WEST,ON,ONTARIO,ONTARIO,CAN,452000000,-785100000,EST,426.70,6080193,,,N/A,G,1.0,8.0,,,,,1961-01-01T00:00:00,1972-12-01T00:00:00,,,1961-05-01T00:00:00,1972-11-30T00:00:00,1961-01-01T00:00:00,1972-12-01T00:00:00,Y,N,N,POINT (-78.84999999999999 45.33333333333334)
30,6085023,4199,MATTAWA,ON,ONTARIO,ONTARIO,CAN,461500000,-784100000,EST,171.30,6085023,,,N/A,,1.0,9.0,,,,,1882-01-01T00:00:00,1899-12-01T00:00:00,,,1882-07-01T00:00:00,1899-09-30T00:00:00,1882-01-01T00:00:00,1899-12-01T00:00:00,Y,N,N,POINT (-78.68333333333334 46.25)
31,6092925,4209,GORE BAY A,ON,ONTARIO,ONTARIO,CAN,455300000,-823400000,EST,193.50,6092925,YZE,,N/A,C,1.0,4.0,,,,,1947-01-01T00:00:00,2006-03-31T00:00:00,1953-01-01T00:00:00,2005-08-29T12:00:00,1947-07-01T00:00:00,2006-03-31T00:00:00,1947-01-01T00:00:00,2006-03-01T00:00:00,Y,N,Y,POINT (-82.56666666666666 45.88333333333333)
32,6094449,4212,LITTLE CURRENT,ON,ONTARIO,ONTARIO,CAN,455800000,-815500000,EST,190.50,6094449,,,N/A,G,1.0,8.0,,,,,1986-01-01T00:00:00,1989-12-31T00:00:00,,,1986-06-01T00:00:00,1989-12-31T00:00:00,1986-01-01T00:00:00,1989-12-01T00:00:00,Y,N,N,POINT (-81.91666666666667 45.96666666666667)
33,6097915,4215,SOUTH BAYMOUTH,ON,ONTARIO,ONTARIO,CAN,453500000,-820100000,EST,181.70,6097915,,,N/A,C,1.0,4.0,,,,,1954-01-01T00:00:00,1993-12-01T00:00:00,,,1954-08-01T00:00:00,1993-09-30T00:00:00,1954-01-01T00:00:00,1993-12-01T00:00:00,Y,N,N,POINT (-82.01666666666667 45.58333333333334)
34,610F3Q0,4218,PERTH,ON,ONTARIO,ONTARIO,CAN,445300000,-761200000,EST,133.20,610F3Q0,,,N/A,G,1.0,9.0,,,,,1989-01-01T00:00:00,1989-12-01T00:00:00,,,1989-05-01T00:00:00,1989-11-30T00:00:00,1989-01-01T00:00:00,1989-12-01T00:00:00,Y,N,N,POINT (-76.2 44.88333333333333)
35,6100284,4222,APPLE HILL,ON,ONTARIO,ONTARIO,CAN,451300000,-744500000,EST,91.40,6100284,,,N/A,,1.0,9.0,,,,,1950-01-01T00:00:00,1961-12-01T00:00:00,,,1950-11-01T00:00:00,1961-11-30T00:00:00,1950-01-01T00:00:00,1961-12-01T00:00:00,Y,N,N,POINT (-74.75 45.21666666666667)
36,6100375,4228,ATHENS,ON,ONTARIO,ONTARIO,CAN,443900000,-755500000,EST,121.90,6100375,,,N/A,F,1.0,7.0,,,,,1969-01-01T00:00:00,1978-12-01T00:00:00,,,1969-06-01T00:00:00,1978-01-31T00:00:00,1969-01-01T00:00:00,1978-12-01T00:00:00,Y,N,N,POINT (-75.91666666666667 44.65)
37,6100969,4235,BROCKVILLE,ON,ONTARIO,ONTARIO,CAN,443600000,-754200000,EST,91.40,6100969,,,N/A,F,1.0,7.0,,,,,1871-01-01T00:00:00,1980-12-01T00:00:00,,,1871-10-01T00:00:00,1980-08-31T00:00:00,1871-01-01T00:00:00,1980-12-01T00:00:00,Y,N,N,POINT (-75.7 44.6)
38,6100971,4236,BROCKVILLE PCC,ON,ONTARIO,ONTARIO,CAN,443600000,-754000000,EST,96.00,6100971,,,Climate-Staffed,A,1.0,1.0,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,1965-01-01T00:00:00,2023-01-31T00:00:00,,,1965-08-01T00:00:00,2023-01-31T00:00:00,1965-01-01T00:00:00,2006-12-01T00:00:00,N,Y,N,POINT (-75.66666666666667 44.6)
39,6101077,4237,CALABOGIE,ON,ONTARIO,ONTARIO,CAN,451500000,-764400000,EST,155.40,6101077,,,N/A,,1.0,9.0,,,,,1950-01-01T00:00:00,1956-12-01T00:00:00,,,1950-01-01T00:00:00,1956-03-31T00:00:00,1950-01-01T00:00:00,1956-12-01T00:00:00,Y,N,N,POINT (-76.73333333333333 45.25)
40,6158025,5042,STEWARTOWN,ON,ONTARIO,ONTARIO,CAN,433700000,-795600000,EST,259.10,6158025,,,N/A,G,1.0,8.0,,,,,1970-01-01T00:00:00,1976-12-01T00:00:00,,,1970-08-01T00:00:00,1976-03-31T00:00:00,1970-01-01T00:00:00,1976-12-01T00:00:00,Y,N,N,POINT (-79.93333333333334 43.61666666666667)
41,6158381,5054,TORONTO BALMY BEACH,ON,ONTARIO,ONTARIO,CAN,434000000,-791700000,EST,99.10,6158381,,,N/A,,1.0,9.0,,,,,1953-01-01T00:00:00,1956-07-31T00:00:00,,,1953-01-01T00:00:00,1956-07-31T00:00:00,1953-01-01T00:00:00,1955-12-01T00:00:00,Y,N,N,POINT (-79.28333333333333 43.66666666666666)
42,61584J2,5059,TORONTO BROADWAY,ON,ONTARIO,ONTARIO,CAN,434300000,-792100000,EST,139.00,61584J2,,,N/A,F,1.0,7.0,,,,,1981-08-01T00:00:00,1988-11-30T00:00:00,,,1981-08-01T00:00:00,1988-11-30T00:00:00,,,Y,N,N,POINT (-79.34999999999999 43.71666666666667)
43,6158505,5072,TORONTO EAST YORK,ON,ONTARIO,ONTARIO,CAN,434200000,-792000000,EST,121.90,6158505,,,N/A,,1.0,9.0,,,,,1951-01-01T00:00:00,1957-12-01T00:00:00,,,1951-01-01T00:00:00,1957-06-30T00:00:00,1951-01-01T00:00:00,1957-12-01T00:00:00,Y,N,N,POINT (-79.33333333333333 43.7)
44,6158665,5085,TORONTO ISLAND A,ON,ONTARIO,ONTARIO,CAN,433743000,-792342000,EST,76.50,6158665,,71265,N/A,C,1.0,4.0,,,,,1957-01-01T00:00:00,2006-03-31T00:00:00,1957-02-06T08:00:00,2006-03-27T15:00:00,1957-05-01T00:00:00,2006-03-31T00:00:00,1957-01-01T00:00:00,2006-03-01T00:00:00,Y,N,Y,POINT (-79.395 43.62861111111111)
45,7062368,5907,FERLAND,QC,QUEBEC,QUÉBEC,CAN,481200000,-705000000,EST,198.10,7062368,,,N/A,D,1.0,5.0,,,,,1971-01-01T00:00:00,1997-04-30T00:00:00,,,1971-01-01T00:00:00,1997-04-30T00:00:00,1971-01-01T00:00:00,1997-04-01T00:00:00,Y,N,N,POINT (-70.83333333333333 48.2)
46,7063040,5908,HEBERTVILLE,QC,QUEBEC,QUÉBEC,CAN,482700000,-714000000,EST,157.00,7063040,,,N/A,,1.0,9.0,,,,,1951-01-01T00:00:00,1958-12-01T00:00:00,,,1951-08-01T00:00:00,1958-04-30T00:00:00,1951-01-01T00:00:00,1958-12-01T00:00:00,Y,N,N,POINT (-71.66666666666667 48.45)
47,7063400,5912,KENOGAMI,QC,QUEBEC,QUÉBEC,CAN,482500000,-711500000,EST,115.50,7063400,,,N/A,G,1.0,9.0,,,,,1916-01-01T00:00:00,1972-12-01T00:00:00,,,1916-06-01T00:00:00,1972-07-31T00:00:00,1916-01-01T00:00:00,1972-12-01T00:00:00,Y,N,N,POINT (-71.25 48.41666666666666)
48,7064180,5919,LATERRIERE,QC,QUEBEC,QUÉBEC,CAN,481800000,-710800000,EST,152.40,7064180,,,N/A,F,1.0,7.0,,,,,1963-01-01T00:00:00,1982-12-01T00:00:00,,,1963-11-01T00:00:00,1982-03-31T00:00:00,1963-01-01T00:00:00,1982-12-01T00:00:00,Y,N,N,POINT (-71.13333333333334 48.3)
49,7065383,5925,MURDOCK WILSON,QC,QUEBEC,QUÉBEC,CAN,483100000,-711500000,EST,91.40,7065383,,,N/A,,1.0,9.0,,,,,1958-01-01T00:00:00,1961-12-01T00:00:00,,,1958-01-01T00:00:00,1961-09-30T00:00:00,1959-01-01T00:00:00,1961-12-01T00:00:00,Y,N,N,POINT (-71.25 48.51666666666667)
50,7066685,5934,ROBERVAL A,QC,QUEBEC,QUÉBEC,CAN,483100000,-721600000,EST,178.60,7066685,YRJ,71728,Aviation-Staffed,A,1.0,1.0,,,,,1957-01-01T00:00:00,2014-03-06T13:00:00,1958-01-01T00:00:00,2014-03-06T13:00:00,1957-10-01T00:00:00,2014-03-05T00:00:00,1957-01-01T00:00:00,2005-12-01T00:00:00,Y,Y,Y,POINT (-72.26666666666667 48.51666666666667)
51,7066688,5935,ROBERVAL NORD,QC,QUEBEC,QUÉBEC,CAN,483200000,-721400000,EST,102.10,7066688,,,N/A,,1.0,9.0,,,,,1888-01-01T00:00:00,1967-12-01T00:00:00,,,1888-04-01T00:00:00,1967-07-31T00:00:00,1888-01-01T00:00:00,1967-12-01T00:00:00,Y,N,N,POINT (-72.23333333333333 48.53333333333333)
52,707DBDD,5943,LA TUQUE S,QC,QUEBEC,QUÉBEC,CAN,472400000,-724700000,EST,167.60,707DBDD,,,N/A,G,1.0,9.0,,,,,1973-01-01T00:00:00,1990-12-01T00:00:00,,,1973-06-01T00:00:00,1990-09-30T00:00:00,1973-01-01T00:00:00,1990-12-01T00:00:00,Y,N,N,POINT (-72.78333333333333 47.4)
53,7117800,52378,SALLUIT,QC,QUEBEC,QUÉBEC,CAN,621046005,-754013006,EST,228.00,7117800,MFX,71641,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2014-07-03T00:00:00,2024-03-19T12:30:01,2014-07-03T19:00:00,2024-03-19T12:30:01,2014-07-03T00:00:00,2024-03-19T00:00:00,,,Y,N,N,POINT (-75.67027944444445 62.17944583333333)
54,6016528,52418,PICKLE LAKE A,ON,ONTARIO,ONTARIO,CAN,512647000,-901251000,EST,386.20,6016528,YPL,,Aviation-Auto,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2013-04-11T14:00:00,2024-03-19T12:30:01,2013-04-11T14:00:00,2024-03-19T12:30:01,2018-10-29T00:00:00,2024-03-19T00:00:00,,,Y,N,Y,POINT (-90.21416666666667 51.44638888888889)
55,6073976,52604,KAPUSKASING A,ON,ONTARIO,ONTARIO,CAN,492442000,-822806000,EST,226.50,6073976,YYU,71831,Aviation-Staffed,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2014-09-02T15:00:00,2024-03-19T12:30:01,2014-09-02T15:00:00,2024-03-19T12:30:01,2014-09-04T00:00:00,2024-03-19T00:00:00,,,Y,N,Y,POINT (-82.46833333333333 49.41166666666667)
56,6101249,4239,CARLETON PLACE,ON,ONTARIO,ONTARIO,CAN,450900000,-761000000,EST,136.90,6101249,,,N/A,G,1.0,8.0,,,,,1948-01-01T00:00:00,1976-12-01T00:00:00,,,1948-08-01T00:00:00,1976-02-29T00:00:00,1948-01-01T00:00:00,1976-12-01T00:00:00,Y,N,N,POINT (-76.16666666666667 45.15)
57,6101260,4241,CARP,ON,ONTARIO,ONTARIO,CAN,451800000,-755900000,EST,114.30,6101260,,,N/A,G,1.0,8.0,,,,,1960-01-01T00:00:00,1975-12-01T00:00:00,,,1960-05-01T00:00:00,1975-03-31T00:00:00,1960-01-01T00:00:00,1975-12-01T00:00:00,Y,N,N,POINT (-75.98333333333333 45.3)
58,6101820,4252,COMBERMERE,ON,ONTARIO,ONTARIO,CAN,452200000,-773700000,EST,286.50,6101820,,,Climate-Staffed,A,1.0,1.0,,,,,1956-01-01T00:00:00,2009-12-29T00:00:00,,,1956-01-01T00:00:00,2009-12-29T00:00:00,1956-01-01T00:00:00,2006-12-01T00:00:00,Y,Y,N,POINT (-77.61666666666666 45.36666666666667)
59,6101874,4255,CORNWALL,ON,ONTARIO,ONTARIO,CAN,450056082,-744456040,EST,64.00,6101874,,,Climate-Staffed,A,1.0,1.0,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,1950-11-01T00:00:00,2024-03-18T00:00:00,,,1950-11-01T00:00:00,2024-03-18T00:00:00,1951-01-01T00:00:00,2006-12-01T00:00:00,N,Y,N,POINT (-74.74890000000001 45.01557833333333)
60,6101885,4257,CORNWALL CUMBERLAND ST,ON,ONTARIO,ONTARIO,CAN,450300000,-744500000,EST,59.40,6101885,,,N/A,,1.0,9.0,,,,,1960-01-01T00:00:00,1966-12-01T00:00:00,,,1960-05-01T00:00:00,1966-07-31T00:00:00,1960-01-01T00:00:00,1966-12-01T00:00:00,Y,N,N,POINT (-74.75 45.05)
61,6101909,4259,CORNWALL ST LHS,ON,ONTARIO,ONTARIO,CAN,450200000,-744300000,EST,53.30,6101909,,,N/A,,1.0,9.0,,,,,1958-01-01T00:00:00,1963-12-01T00:00:00,,,1958-01-01T00:00:00,1963-11-30T00:00:00,1958-01-01T00:00:00,1963-12-01T00:00:00,Y,N,N,POINT (-74.71666666666667 45.03333333333333)
62,6102839,4280,GLOUCESTER DESJARDINS,ON,ONTARIO,ONTARIO,CAN,452000000,-753000000,EST,76.20,6102839,,,N/A,G,1.0,9.0,,,,,1975-01-01T00:00:00,1977-12-01T00:00:00,,,1975-06-01T00:00:00,1977-09-30T00:00:00,1975-01-01T00:00:00,1977-12-01T00:00:00,Y,N,N,POINT (-75.5 45.33333333333334)
63,6102842,4283,GLOUCESTER TINKER,ON,ONTARIO,ONTARIO,CAN,452100000,-752800000,EST,76.20,6102842,,,N/A,G,1.0,9.0,,,,,1975-01-01T00:00:00,1976-12-01T00:00:00,,,1975-08-01T00:00:00,1976-07-31T00:00:00,1975-01-01T00:00:00,1976-12-01T00:00:00,Y,N,N,POINT (-75.46666666666667 45.35)
64,6158740,5100,TORONTO MET RES STN,ON,ONTARIO,ONTARIO,CAN,434800000,-793300000,EST,193.50,6158740,,,N/A,D,1.0,5.0,,,,,1965-01-01T00:00:00,1988-12-01T00:00:00,,,1965-05-01T00:00:00,1988-06-30T00:00:00,1965-01-01T00:00:00,1988-12-01T00:00:00,Y,N,N,POINT (-79.55 43.8)
65,6158752,5106,TORONTO NEWTON,ON,ONTARIO,ONTARIO,CAN,434800000,-792500000,EST,198.10,6158752,,,N/A,G,1.0,8.0,,,,,1971-01-01T00:00:00,1975-12-01T00:00:00,,,1971-11-01T00:00:00,1975-03-31T00:00:00,1971-01-01T00:00:00,1975-12-01T00:00:00,Y,N,N,POINT (-79.41666666666667 43.8)
66,6158762,5108,TORONTO NORTHCLIFFE,ON,ONTARIO,ONTARIO,CAN,434100000,-792700000,EST,167.60,6158762,,,N/A,F,1.0,7.0,,,,,1957-01-01T00:00:00,1981-12-01T00:00:00,,,1957-10-01T00:00:00,1981-03-31T00:00:00,1957-01-01T00:00:00,1981-12-01T00:00:00,Y,N,N,POINT (-79.45 43.68333333333333)
